0.0   1.89015013799
0.1   0.927666785877
0.2   1.09851726496
0.3   1.00592263018
0.4   0.584986419749
0.5   0.374783672757
0.6   0.296971420581
0.7   0.314881301387
0.8   0.224655888972
0.9   0.196815687547
1.0   0.145351409769
1.1   0.137422309726
1.2   0.0927738725621
1.3   0.0731770468983
1.4   0.0519651644966
1.5   0.0477796619488
1.6   0.0448086970406
1.7   0.0388993152739
1.8   0.0306177057173
1.9   0.020825317021
2.0   0.0171597222965
2.1   0.0144329230839
2.2   0.00919329824362
2.3   0.0064094497332
2.4   0.00801638246083
2.5   0.00388434543531
2.6   0.00524245114284
2.7   0.00364032872277
2.8   0.0034242488322
2.9   0.00269877630125
3.0   0.00171709736053
3.1   0.001245905277
3.2   0.00100072745002
3.3   0.00124599054492
3.4   0.000713720308057
3.5   0.000636883142169
3.6   0.000468648430297
3.7   0.000363273383228
3.8   0.000377038366703
3.9   0.000179741352349
4.0   0.000216206353348
4.1   0.000174138724202
4.2   0.00013671477564
4.3   0.000123782798755
4.4   9.06154501786e-05
4.5   6.92851632843e-05
4.6   6.26972969448e-05
4.7   5.450833863e-05
4.8   3.99007642739e-05
4.9   2.44167789998e-05
5.0   2.12043303196e-05
5.1   2.12052010869e-05
5.2   1.0407251789e-05
5.3   1.26461991142e-05
5.4   7.18364403897e-06
5.5   5.20435224633e-06
5.6   5.01652995618e-06
5.7   5.75118705712e-06
5.8   4.43907200586e-06
5.9   3.54216322012e-06
6.0   2.06013154368e-06
6.1   1.73967937382e-06
6.2   1.05101022953e-06
6.3   9.83776642071e-07
6.4   7.72099840235e-07
6.5   6.99903801652e-07
6.6   4.54695433959e-07
6.7   4.96594271032e-07
6.8   3.56626325478e-07
6.9   2.61138816467e-07
7.0   2.83752443678e-07
7.1   2.33423216601e-07
7.2   1.86312346972e-07
7.3   8.92517063407e-08
7.4   1.07044742699e-07
7.5   6.95790999935e-08
7.6   7.25135908441e-08
7.7   5.69730100235e-08
7.8   3.26309938771e-08
7.9   2.61798172883e-08
8.0   2.41576041978e-08
8.1   1.97503063183e-08
8.2   1.16729590407e-08
8.3   1.0785508623e-08
8.4   1.30503349768e-08
8.5   6.39778007672e-09
8.6   8.89102691625e-09
8.7   6.79758220771e-09
8.8   3.86524086414e-09
8.9   3.60360061855e-09
9.0   3.47256979111e-09
9.1   2.30539046504e-09
9.2   2.30670136655e-09
9.3   1.33502070893e-09
9.4   1.14433577006e-09
9.5   9.45312857045e-10
9.6   4.99542668556e-10
9.7   4.45152537125e-10
9.8   4.26424667189e-10
9.9   4.34500638679e-10
