0.000000000000000000e+00 3.000000000000000000e+00
1.010101010101010083e-01 2.806027569340677985e+00
2.020202020202020166e-01 2.695597083005478289e+00
3.030303030303030387e-01 2.499068290248099178e+00
4.040404040404040331e-01 2.554525826434981717e+00
5.050505050505050830e-01 2.394371163131347569e+00
6.060606060606060774e-01 2.560175510347608707e+00
7.070707070707070718e-01 2.202826707068040069e+00
8.080808080808080662e-01 2.050791006362595592e+00
9.090909090909090606e-01 2.022187592372616027e+00
1.010101010101010166e+00 2.313087678872096209e+00
1.111111111111111160e+00 2.176653740725608799e+00
1.212121212121212155e+00 1.504475802998225920e+00
1.313131313131313149e+00 1.817303606600468857e+00
1.414141414141414144e+00 2.111582773278089853e+00
1.515151515151515138e+00 2.409318360089896416e+00
1.616161616161616132e+00 1.412235956093675249e+00
1.717171717171717127e+00 1.279298995293020935e+00
1.818181818181818121e+00 1.142570171282943248e+00
1.919191919191919116e+00 1.567503470529943321e+00
2.020202020202020332e+00 2.769586393099856103e+00
2.121212121212121104e+00 1.354362399920128190e+00
2.222222222222222321e+00 1.359140373192932350e+00
2.323232323232323093e+00 2.268676212059707709e+00
2.424242424242424310e+00 3.491907403281788280e+00
2.525252525252525082e+00 2.750954601564890023e+00
2.626262626262626299e+00 2.105849661175699161e+00
2.727272727272727071e+00 3.569108174579907811e+00
2.828282828282828287e+00 2.069332288360765215e+00
2.929292929292929060e+00 4.048429329420420331e+00
3.030303030303030276e+00 2.523395423810371963e+00
3.131313131313131048e+00 3.009685207851351851e+00
3.232323232323232265e+00 3.410728075699782647e+00
3.333333333333333481e+00 2.920748393587786929e+00
3.434343434343434254e+00 4.106288623092055445e+00
3.535353535353535470e+00 2.542106447539098646e+00
3.636363636363636243e+00 3.685611855674012283e+00
3.737373737373737459e+00 3.132446291030047014e+00
3.838383838383838231e+00 3.264878450827499279e+00
3.939393939393939448e+00 6.161303191777864008e+00
4.040404040404040664e+00 3.758598434080617334e+00
4.141414141414140992e+00 3.573764647726878962e+00
4.242424242424242209e+00 6.952535506579817337e+00
4.343434343434343425e+00 7.853985237218512161e+00
4.444444444444444642e+00 6.279519314571279764e+00
4.545454545454544970e+00 7.337478221344068352e+00
4.646464646464646187e+00 6.556653798802502209e+00
4.747474747474747403e+00 4.895242881069072460e+00
4.848484848484848619e+00 8.138571399954276586e+00
4.949494949494949836e+00 9.041586784074501892e+00
5.050505050505050164e+00 7.495061107667600808e+00
5.151515151515151381e+00 9.899751508993691829e+00
5.252525252525252597e+00 7.994457454808864050e+00
5.353535353535353813e+00 9.758869212812349758e+00
5.454545454545454142e+00 1.034142431666650097e+01
5.555555555555555358e+00 8.186313202319499993e+00
5.656565656565656575e+00 9.485834983828244305e+00
5.757575757575757791e+00 9.117662345547055125e+00
5.858585858585858119e+00 1.119372451438243310e+01
5.959595959595959336e+00 8.921720711426614159e+00
6.060606060606060552e+00 1.206484034208964573e+01
6.161616161616161769e+00 1.146564889513640217e+01
6.262626262626262097e+00 1.034467000544565884e+01
6.363636363636363313e+00 1.667738642677143091e+01
6.464646464646464530e+00 1.254945389857292781e+01
6.565656565656565746e+00 1.267026946945031618e+01
6.666666666666666963e+00 1.791338706440590300e+01
6.767676767676767291e+00 1.242455715233310620e+01
6.868686868686868507e+00 1.691307540946630894e+01
6.969696969696969724e+00 1.390694126831206212e+01
7.070707070707070940e+00 1.987721048653506273e+01
7.171717171717171269e+00 1.633807440093542596e+01
7.272727272727272485e+00 1.871357264738028192e+01
7.373737373737373701e+00 1.822506174785669941e+01
7.474747474747474918e+00 2.221407204328741258e+01
7.575757575757575246e+00 2.398306950935963044e+01
7.676767676767676463e+00 2.352341778807893036e+01
7.777777777777777679e+00 2.375755248232492534e+01
7.878787878787878896e+00 2.364244654555994174e+01
7.979797979797979224e+00 2.193608511432407937e+01
8.080808080808081328e+00 2.702079338469138747e+01
8.181818181818181657e+00 2.651005960145976204e+01
8.282828282828281985e+00 2.600858313573759517e+01
8.383838383838384090e+00 2.425573058184531305e+01
8.484848484848484418e+00 2.582841583931665852e+01
8.585858585858586522e+00 2.995977864917832889e+01
8.686868686868686851e+00 2.939483835334203832e+01
8.787878787878787179e+00 2.696042185000315072e+01
8.888888888888889284e+00 3.075405140448505037e+01
8.989898989898989612e+00 3.056140117302630799e+01
9.090909090909089940e+00 3.001244989432554178e+01
9.191919191919192045e+00 3.062191506203361868e+01
9.292929292929292373e+00 2.851102444052346385e+01
9.393939393939394478e+00 3.438491541278069974e+01
9.494949494949494806e+00 3.426392601658304216e+01
9.595959595959595134e+00 3.138511230045373779e+01
9.696969696969697239e+00 3.512381740016142828e+01
9.797979797979797567e+00 3.383792105096713954e+01
9.898989898989899672e+00 3.553888438384705495e+01
1.000000000000000000e+01 3.480793682323140814e+01
